CHAVE,situacao_plano_trabalho,classificacao_orcamentaria_pt,nome_executor,objeto_executor,data
83533-36005-38735,APROVADO,"DOTAÇÃO DA META: 09.001.15.451.0009.2059.4.4.90.51.00.00

09 SECRETARIA DE VIAÇÃO, OBRAS E URBANISMO 
001 DEPARTAMENTO DE OBRAS, VIAÇAO E URBANISMO 
15.451.0009.2059 ATIVIDADES DO DEPARTAMENTO DE OBRAS, VIAÇÃO E URBANISMO 
4.4.90.51.00.00 OBRAS E INSTALAÇÕES",MUNICIPIO DE CAMPINA DO SIMAO,"Construção de Barracão Industrial voltado à produção de erva-mate, situado em área rural, medindo 20,00 m x 30,00 m, com estrutura metálica para cobertura, telha de aluzinco, pé direito de 6,00 metros livres, sem fechamento em nenhuma das paredes, piso industrial alisado com 10 cm de espessura e calçada em todo o perímetro com 1,20 metros de largura e 10 cm de espessura.
Área: 600,00 m²;
Pé-direito: 6,00 m;
Pilares pré-moldados (pré-fabricados) em concreto armado; Tesouras Metálicas a cada 5,00 m; deverão ser adotadas as cargas permanentes conforme especificações apresentadas nos documentos de referência, sendo as cargas de vento definidas segundo a NBR 6123, considerando V0 de 46,0 m/s; para execução do objeto deverão contemplados os seguintes serviços e materiais:
- FUNDAÇÃO:
A fundação deste barracão será moldada in loco e é constituída de blocos/bases armados com estacas e da viga baldrame, sempre respeitando o dimensionamento de suporte de carga do terreno estimada e cargas adicionais; As estacas terão três metros de comprimento, com três ferro de 8 mm e estribos de 5 mm a cada 15 cm; Os blocos/bases para os pilares pré-moldados em concreto armado, deverão ter profundidade de 2,00 metros preenchidos em concreto; As vigas baldrames deverão ter dimensões de 30 x 30 cm com armação em aço 10,0 mm,
estribos de 5 mm a cada 15 cm.
- ESTRUTURA:
Os pilares deverão ser pré-moldados em concreto armado, tendo seção de 25x35cm e comprimento 7,50 metros.
- COBERTURA:
As tesouras em estrutura metálica deverão ser em perfil de aço estrutural ASTM – 36 “U”, pintadas com as cores definidas pelo município. Às terças metálicas deverão ser em perfil enrijecido em aço estrutural ASTM-36, pintadas; O contraventamento deverá ser executado com barra redonda ¾”; O agulhamento deverá ser com cantoneiras ¼” x 1/8”; O fechamento superior será com telhas de aluzinco, TP 40, 0,43mm, cor natural; A cumeeira será de aluzinco, TP 40, 0,43mm, cor natural; Os parafusos deverão ser galvanizados para fixação das telhas; Nos pilares, serão necessários chumbadores para fixação de tesouras.
- FECHAMENTO:
Esta edificação não possui nenhum fechamento, sendo apenas a fundação, o piso, pilares, estrutura da cobertura e telhamento.
- PISO ALISADO E CALÇADAS:
O piso será em concreto 25 MPa e malha de aço, com alisamento mecânico e juntas de dilatação, com espessura de 10 cm.
A edificação possuirá uma calçada de 1,20 metros de largura em todo seu perímetro, com espessura de 10 cm.
LOCAL: PR 285 – Claudio João Silvestre, estrada para a Comunidade Vista Alegre.
ÁREA DE CONSTRUÇÃO: 600,00 m².

A finalidade é viabilizar a instalação de empresas do setor industrial, promovendo o desenvolvimento econômico local. Após a conclusão das obras, o espaço será disponibilizado por meio de concessão de uso a empresas, conforme a legislação municipal vigente, com o objetivo de incentivar a atividade empresarial, fomentar a geração de emprego e renda, e assegurar a ocupação produtiva da estrutura construída. 

OBS: Projeto, cronograma e declaração em anexo.","""1"": Construção de Barracão Industrial voltado à produção de erva-mate, situado em área rural, Área: 600,00 m². LOCAL: PR 285 – Claudio João Silvestre, estrada para a Comunidade Vista Alegre, no município de Campina do Simão. - (600 M2)"
83517-41331-44203,APROVADO,"ORGÃO: 02 - PREFEITURA MUNICIPAL DE MOEDA
UNIDADE: 80 - SECRETARIA MUNICIPAL ESPORTE E LAZER
FUNÇÃO: 26- APOIO AO ESPORTE
SUB-FUNÇÃO: 812 – INFRAESTRUTURA
PROJETO ATIVIDADE: 1023 – CONSTRUÇÃO/AMPLIAÇÃO PRAÇAS POLIESPORTIVAS
ELEMENTO: 4.4.90.51.00 - OBRAS E INSTALAÇÕES
FONTE: 1.500
",MUNICIPIO DE MOEDA,CONSTRUÇÃO DE QUADRA POLIESPORTIVA NO MUNICIPIO DE MOEDA – MG.,"""1"": CONSTRUÇÃO DE QUADRA POLIESPORTIVA NO MUNICIPIO DE MOEDA – MG. - (1 UN)"
83525-42883-45830,Em Complementação,"04.001.12.361.0003.2044 - MANTER O ENSINO INTEGRAL  - 4.4.90.52.00.00 - EQUIPAMENTOS E MATERIAL PERMANENTE
04.001.12.365.0003.2049 - MANUTENCAO DA EDUCACAO INFANTIL - EQUIPAMENTOS E MATERIAL PERMANENTE",MUNICIPIO DE MANDAGUARI,"DETAHAMENTO DO OBJETO: O presente processo tem por objeto a aquisição de equipamentos escolares destinados às unidades de ensino da rede pública municipal de educação, com o objetivo de melhorar as condições de infraestrutura física e tecnológica das escolas, proporcionando ambientes mais adequados, seguros e eficientes para o desenvolvimento das atividades pedagógicas.

A aquisição será realizada com recursos oriundos de emenda parlamentar, visando atender às demandas prioritárias das instituições de ensino do município, conforme levantamento realizado pela Secretaria Municipal de Educação.

Os equipamentos a serem adquiridos incluem, mas não se limitam a:

Computadores e tablet  para uso pedagógico e administrativo;
Impressoras multifuncionais;
Plastificadoras;
Máquina para recorte;
Estação de Trabalho; 
Cadeira para escritório;
Televisores e caixas de som para uso em salas de aula e eventos escolares;
Geladeiras e microondas para uso em cozinhas escolares;
Mesas, cadeiras e armários escolares e administrativos;
Quadros brancos e murais de avisos;
Armários, balcão, prateleiras de aço, mesas, roupeiro de aço;
Playground Infantil e banco
Furadeira;
Outros itens que contribuam para o aprimoramento da infraestrutura educacional, conforme especificações técnicas constantes no Termo de Referência.
A aquisição visa atender as diretrizes da política de valorização da educação, garantindo melhor suporte às práticas pedagógicas e contribuindo para a qualidade do ensino oferecido nas escolas municipais.","""8"": Aq equip  CMEI JOÃO BATISTA FRUJUELLI: 2ARMÁRIO AÇO;5MESA REFEITÓRIO;1ROUPEIRO;1BALCÃO;1MICROONDAS;1MESA;1IMPRESSORA;4QUADROS;1PLASTIFICADORA;1CX DE SOM; 1CELULAR;1ARMÁRIO DE COZ.;1BALCÃO DE PIA; 1CX AMPLIFICADA; - (21 UN); ""2"": Aquisição de equipamentos para Escola Angelina Teixeira Pinheiro: 8 armário de aço; 4 mesas para professor; 1 micro-ondas; 1 tablete; 3 quadros escolar; 1 balcão multiuso; 1 caixa de som amplificada - (19 UN); ""3"": Aquisição de equipamentos para a Escola DR Ary da Cunha Pereira: 3 armários em aço; 1 impressora multifuncional mono; 3 conj. de refeitório; 1 plastificadora; 5 Quadros Escolar; 1 Impressora colorida. - (14 UN); ""4"": Aquisição de equipamentos para o CMEI André Malacário: 8 armários em MDF; 4 mesas refeitório com 10 lugares; 1 platificadora; 1 mesa de reunião. - (14 UN); ""5"": Aquisição de equipamentos para o CMEI Dra Renata Yara Táccola Hernandes: 7 armários em aço; 1 plastificadora; 2 computador de mesa; 4 balcão para escritório; 1 geladeira; 7 prateleiras de aço; 1 micro-ondas; 1 furadeira; - (24 UN); ""6"": Aquisição de equipamentos para o CMEI MICKEY: 7 armários em aço; 2 armários em PDF; 2  arquivos de aço com 4 gavetas; 2 gaveteiro em MDP; 2 mesas em MDP; 2 mesas para escritório; 2 bancos de jardim para playground - (23 UN); ""7"": Aquisição de equipamentos p/ CMEI Maria Terezinha Zanoni Ferreira: 3 armários em aço; 1 playground  Infantil; 1 computador; 4 balcão p/escritório; 1 micro-ondas; 1 máquina p/recorte c/scanner; 1 impressora multiuso; 1 estação de trabalho; 3 cadeiras p/esc - (16 UN); ""1"": Aquisição de equipamentos para o CMEI Rosemary Ruiz Meleiro Sepulveda: 8 unid. armário em MDF; 1 roupeiro em aço; 3 conj. refeitório; 1 micro-ondas; - (13 UN)"
80639-40601-43411,APROVADO,NA,MUNICIPIO DE SANTIAGO DO SUL,"Aquisição de 02 Automóvel Utilitário SUV, com capacidade miníma de 5 passageiros, quatro portas, para reestruturar a rede de serviços do Sistema único de Assistencai Social, proteção Basíca e/ou Especial.
CRAS-Centro de Referencia Assitência Social de Santiago Do Sul-SC.
Endereço: Rua Jacob Corso, n° 599, Centro, Santiago do Sul-SC , CEP 89.854-000","""1"": Aquisição de Veiculos - (1 UN)"
83538-37247-39974,APROVADO,Dotação Orçamentária 13.001.27813.0002.1054.449052,MUNICIPIO DE CURITIBA,"A presente proposta tem por objeto a aquisição de materiais permanentes, com recursos oriundos da Transferência Especial nº 202540110010, no valor de R$ 247.500,00, destinados à modernização, expansão e manutenção das academias públicas de musculação gerenciadas pela Secretaria Municipal do Esporte, Lazer e Juventude de Curitiba (SMELJ), nas dez Regionais da cidade.

","""1"": Aquisição de Equipamentos de Musculação - (25 UN)"
83530-39353-42120,APROVADO,"11 Secretaria de Agricultura 
133 Departamento de Agricultura 
20.606.2001.2057 Apoio aos Produtores Rurais 
4.4.90.52.00.00 EQUIPAMENTOS E MATERIAL PERMANENTE",MUNICIPIO DE PLANALTO,"Aquisição de um descompactador rotativo com rolo faca, é um equipamento agrícola que combina a ação de hastes rotativas com um rolo faca traseiro para descompactar o solo e preparar a camada superficial para o plantio. Este tipo de equipamento é projetado para trabalhar em sistemas de plantio direto, mantendo a palhada e promovendo a infiltração de água e aeração do solo, e de um pulverizador agrícola de barras que é utilizado para aplicar defensivos agrícolas (herbicidas, fungicidas e inseticidas) ou fertilizantes líquidos de forma uniforme sobre grandes áreas de cultivo.
Seu uso é fundamental para: garantir a proteção fitossanitária das lavouras; promover eficiência na aplicação dos insumos; reduzir desperdícios; aumentar a produtividade agrícola, mantendo a dosagem adequada e a distribuição homogênea do produto.
Segundo o IPARDES (2021), Planalto – PR possui 1.852 estabelecimentos rurais, sendo prevista a cobertura anual de aproximadamente 500 propriedades (27% do total), com foco na implantação de práticas de conservação do solo por meio da aquisição de descompactador rotativo com rolo faca, incentivo à adubação verde, redução do uso de agroquímicos, assistência técnica permanente e inclusão gradual de todas as unidades produtivas nos ciclos de atendimento.","""1"": Aquisição de um descompactador rotativo com rolo faca com largura de trabalho de 2m e potencia de 20cv - (1 UN); ""2"": Aquisição de um pulverizador com capacidade de 800l, potencia de 4cv/6cv - (1 UN)"
83534-40148-42951,APROVADO,08.004.12.361.1201.1037.4.4.90.52.00.00,MUNICIPIO DE SANTA MARIA DO OESTE,AQUISIÇÃO DE 02 (DOIS) VEÍCULOS PARA SECRETARIA DE EDUCAÇÃO,"""1"": META 1 - AQUISIÇÃO DE 02 (DOIS) VEÍCULOS PARA SECRETARIA DE EDUCAÇÃO - (2 UN)"
83540-39071-41829,APROVADO,"10.001.0020.0606.0027.1246.4.4.90.52.00.00 - Equipamentos e Material Permanente
10 - Departamento de Agricultura e Abastecimento
001 - Divisão de Fomento Agrícola
0020 - Agricultura
0606 - Extensão Rural
0027 - Fomento Agrícola
1246 - Aquisição de Veículos/Máquinas/Equipamentos
4.4.90.52.00.00 - Equipamentos e Material Permanente",MUNICIPIO DE MARMELEIRO,"Aquisição de 03 (três) Ensiladeiras/Máquinas Agrícolas.
- FINALIDADE E PÚBLICO ALVO:
A execução do objeto visa beneficiar diretamente produtores rurais de três (03) comunidades/associações, cerca de 60 famílias, sendo elas: Quibebe, Manduri e Km 06 e de forma indireta cerca de 200 produtores, por meio do fomento ao setor agropecuário. As principais culturas são soja 2.000 (ha), milho 1.000 (ha) e trigo 300 (ha). Principais produtos de origem animal leite, mel e ovos de galinha, as principais criações galináceos, bovinos e suínos, a área de pastagem 900 (ha).
PROBLEMA A SER RESOLVIDO:
Os equipamentos agrícolas a serem adquiridos têm como finalidade o fomento ao setor agropecuário das comunidades beneficiadas, atuando na melhoria da produção de forragens para consumo dos bovinos de leite, gerando aumento da produção e produtividade, facilidade de manejo, fatores que contribuem na geração de renda das propriedades, resultando na qualidade de vida das famílias no campo.
RESULTADOS ESPERADOS:
A curto prazo fomentar as atividades agropecuárias das propriedades, dando suporte aos produtores rurais. A médio e longo prazo incrementar a renda dos beneficiários e gerar empregos na área rural. Estima-se um aumento na produtividade de no mínimo 50% no leite a base de forragens. Melhorando assim a qualidade de vida, principalmente daqueles das pequenas e médias propriedades.","""1"": Aquisição de 03 (três) Esiladeiras/Máquinas Agrícolas - (3 UN); ""1"": Aquisição de 03 (três) Esiladeiras. - (3 UN)"
83541-35336-38165,Enviado para Análise,NA,MUNICIPIO DE PRESIDENTE CASTELO BRANCO,"Reforma/reconstrução de dissipador de energia em sistema de drenagem urbana,  dissipação de energia visa a diminuição da velocidade do escoamento nas estruturas hidráulicas e nas saídas de galerias de águas pluviais, principalmente nas situações de chuvas intensas e enchentes, para que seja minimizada a ocorrência de desgaste ou erosão dos canais.","""1"": Reforma/reconstrução de dissipador de energia em sistema de drenagem urbana - (400 M)"
83520-36474-39200,Em Complementação,NA,MUNICIPIO DE SAUDADE DO IGUACU,"Máquinas, Implementos e Equipamentos Agrícolas","""1"": Aquisição de Máquinas, Implementos e Equipamentos Agrícolas - (1 UN)"
83514-37374-40106,Enviado para Análise,"4.4.90.51.00.2.03.01.20.608.0013.1.0111 - 1.706.000

Órgão: 02 - Município de São José do Alegre
Unidade: 03 - Secretaria de Agricultura e Meio Ambiente
Subunidade: 01 - Agricultura
Função: 20 - Agricultura
Subfunção: 608 - Promoção da Produção Agropecuária
Programa: 0013 - Desenvolvendo e Fortalecendo a Agropecuária
Proj/Atividade: 1.0111 - Construção, Ampliação e Manutenção Balança Pesagem
Elemento: 4.4.90.51 - Obras e Instalações
Fonte de Recurso: 1.706.000 -  Transferência Especial da União",MUNICIPIO DE SAO JOSE DO ALEGRE,"Estruturação de Núcleos produtivos através da construção parcial de um galpão para as atividades comerciais do setor de agricultura na área urbana de São José do Alegre. 

Obs: Não consigo trocar a Lista de Detalhamentos do Objeto de Execução (23 - Comércio e Serviços / 691 - Promoção Comercial / Fomento Do Artesanato E Do Microempreendedor Individual) já vem vinculado. 

A finalidade e subfunção eu troquei: 20-Agricultura / 608-Promoção da Produção Agropecuária","""1"": Estruturação de Núcleos produtivos através da construção parcial de um galpão para as atividades comerciais do setor de agricultura na área urbana de São José do Alegre - (1 UN)"
83524-43940-47005,Enviado para Análise,"Dotação 436 4.4.90.52.00.00.00.00 EQUIPAMENTOS E MATERIAL PERMANENTE.
Funcional: 08.002.12.361.0013.2.039. 
Fonte - 00000",MUNICIPIO DE MANDAGUACU,"AQUISIÇÃO DE EQUIPAMENTOS PARA SALA SENSORIAL DE PACIENTES COM ESPECTRO AUTISTA DA ASSOCIACAO DE PAIS E AMIGOS DOS EXCEP DE MANDAGUAÇU-PR

OBJETO 1 – 01 Estrutura Bee Dupla com Trilho Staley 2,30x2,00x3,16m.
OBJETO 2 – 01 Piscina de Bolinhas Sensorial com LED 1500 bolinhas 1,50x1,50m.
OBJETO 3 – 01 Parede Escalada Árvore MDF com agarras em resina, 2,60x2,20m.
OBJETO 4 – 01 Rede Lycra Sensorial 1,50x1,40m.
OBJETO 5 – 01 Kit Bola ao Cesto.
OBJETO 6 – 01 Balanço Concha (altura usuário 0,90–1,50m).
OBJETO 7 – 01 Balanço Skate 70x40x12 cm.
OBJETO 8 – 01 Plataforma Circular Ø70 cm.
OBJETO 9 – 02 Suporte Mil Recursos 1,70x0,50x0,20m.
OBJETO 10 – 01 Tirolesa Tripé (2,60m e 2,20m).
OBJETO 11 – 02 Conjunto com 6 Bancos de Ferro.
OBJETO 12 – 01 Plataforma Instável Redonda Ø1,20m.
OBJETO 13 – 01 Disco de Flexão 90x25x20 cm.
OBJETO 14 – 01 Donut Meia Lua Ø1,20m.
OBJETO 15 – 04 Banco Tartaruga.
OBJETO 16 – 01 Cavalo Suspenso 90x71x125 cm.
OBJETO 17 – 01 Barril Sensorial Ø62 cm x 95 cm.
OBJETO 18 – 01 Balanço Teia de Aranha Ø80 cm.
OBJETO 19 – 01 Plataforma Primor 80x70x7 cm.
OBJETO 20 – 01 Balanço Trapeze Swing.
OBJETO 21 – 03 Mini Jump Ø96 cm.
OBJETO 22 – 01 Escada Suspensa Emotion.
OBJETO 23 – 01 Rampa Sensorial Skate MDF/Aço 1,60x0,60x0,70m.
OBJETO 24 – 01 Skate Sensorial com Rodinhas 60x30 cm.
OBJETO 25 – 05 Almofadão Sensorial 1,50x1,20m.
OBJETO 26 – 01 Caminho Circular EVA 160x25 cm.
OBJETO 27 – 01 Caminho Múltiplo 160x13x10 cm.
OBJETO 28 – 01 Caminho Plano 160x25x10 cm.
OBJETO 29 – 01 Asus aço/eva com ajustes.
OBJETO 30 – 01 Asa Delta.
OBJETO 31 – 03 Macacão Paraquedas P/M/G.
OBJETO 32 – 01 Caminho Curvo.
OBJETO 33 – 01 Kit Play Joy.
OBJETO 34 – 01 Calandra 80x80 cm.
OBJETO 35 – 01 Plataforma Suspensa 100x60 cm.
OBJETO 36 – 01 Duo Rolo com Suporte de Suspensão.
OBJETO 37 – 02 Tapete Sensorial 200x95 cm.
OBJETO 38 – 01 Cantinho Dinâmico 0,80x1,30m.
OBJETO 39 – 54 Tatame 1x1m 40mm (cores variadas).
OBJETO 40 – 01 Kit 5 Rolos + Suporte 50x210x53 cm.
OBJETO 41 – 01 Centopeia em Bagum 400x50 cm.
OBJETO 42 – 01 Túnel Caminho de Gato 1,59x0,78m.
OBJETO 43 – 01 Helicóptero Bi Orbital Ø80 cm.
OBJETO 44 – 01 Plataforma Instável Quadrada 78x78x3 cm.
OBJETO 45 – 01 Moranga.
OBJETO 46 – 01 Balanço Navy Boat.
OBJETO 47 – 01 Triângulo Alpinista Pikler Grande.
OBJETO 48 – 01 Kit 5 Tijolos 60x28x15 cm.
OBJETO 49 – 25 Cintas 1,20m.
OBJETO 50 – 35 Mosquetão.
OBJETO 51 – 01 Escorregador Sensorial Piscina MDF 1,60x0,50x1,13m.
OBJETO 52 – 10 Colchonetes.
OBJETO 53 – 01 Conjunto Espumado 22 peças 4,10x2,40x1,20m.
OBJETO 54 – 02 Escadinha com Rampa Piscina 0,90x0,40m.
OBJETO 55 – 02 Tapete AVDS 1,80x0,90m.
OBJETO 56 – 01 Espaldar 87x47x225 cm.
OBJETO 57 – 01 Tábua Proprioceptiva Retangular.
OBJETO 58 – 01 Trapézio.
OBJETO 59 – 06 Coluna de Bolhas com Palco Meia Lua 2m x Ø20 cm.
OBJETO 60 – 01 Tubão de Bolhas com Palco Estofado.
OBJETO 61 – 04 Espelho Inquebrável 2x1m.
OBJETO 62 – 01 Mesa Interativa.
OBJETO 63 – 05 Puff em Corino 105x78x78 cm.
OBJETO 64 – 01 Cortina 60 Fitas Fluorescente.
OBJETO 65 – 01 Sputnik inflável com luz.
OBJETO 66 – 03 Fibra Ótica com proteção silicone.
OBJETO 67 – 03 Painel Sensorial de Parede 2x1m.
OBJETO 68 – 01 Globo de Luz com Controle Remoto.
OBJETO 69 – 01 Globo Espelhado com Canhão de Luz.
OBJETO 70 – 02 Mesa de Luz Pedagógica A2.
OBJETO 71 – 05 Céu Estrelado.
OBJETO 72 – 01 Caixa Tato Tateando Sabor.
OBJETO 73 – 01 Caixa Tato Touch Box.
OBJETO 74 – 01 Piso Interativo 150 atividades + computador/projetor.
OBJETO 75 – 01 Magic Bubble.
OBJETO 76 – 01 Globo de Plasma.
OBJETO 77 – 03 Esteira Vibratória com aquecimento lombar.
OBJETO 78 – 01 Amplificador de Arandelas Automatizado.
OBJETO 79 – 01 Bequick com 6 discos sensoriais iluminados.
OBJETO 80 – 01 Kit 5 Nuvens de Madeira + LED.
OBJETO 81 – 01 Motrix pedagógico.
OBJETO 82 – 01 Sistema de Automação Sala.
OBJETO 83 – 01 AR CONDICIONADO 24 MIL BTUS INVERTER
OBJETO 84 – 01  TABLADO MOBILIA
OBJETO 85 – 01 Lousa 65 polegada
 Detalhadamento em anexo.","""32"": Caminho Curvo. - (1 UN); ""50"": Mosquetão - (35 UN); ""52"": Colchonetes. - (10 UN); ""55"": Tapete AVDS 1,80x0,90m. - (2 UN); ""15"": Banco Tartaruga. - (4 UN); ""16"": Cavalo Suspenso 90x71x125 cm. - (1 UN); ""17"": Barril Sensorial Ø62 cm x 95 cm. - (1 UN); ""18"": Balanço Teia de Aranha Ø80 cm. - (1 UN); ""58"": Trapézio. - (1 UN); ""70"": Mesa de Luz Pedagógica A2. - (2 UN); ""2"": Piscina de Bolinhas Sensorial com LED 1500 bolinhas 1,50x1,50m. - (2 UN); ""85"": Lousa 65 polegadas sensivel ao toque sistema operacional embarcado. - (2 UN); ""1"": Estrutura Bee Dupla com Trilho Staley 2,30x2,00x3,16m. - (1 UN); ""3"": Parede Escalada Árvore MDF com agarras em resina, 2,60x2,20m. - (1 UN); ""4"": Rede Lycra Sensorial 1,50x1,40m. - (1 UN); ""5"": Kit Bola ao Cesto. - (1 UN); ""6"": Balanço Concha (altura usuário 0,90–1,50m). - (1 UN); ""7"": Balanço Skate 70x40x12 cm. - (1 UN); ""8"": Plataforma Circular Ø70 cm. - (1 UN); ""9"": Suporte Mil Recursos 1,70x0,50x0,20m. - (2 UN); ""10"": Tirolesa Tripé (2,60m e 2,20m). - (1 UN); ""11"": Conjunto com 6 Bancos de Ferro. - (2 UN); ""12"": Plataforma Instável Redonda Ø1,20m. - (1 UN); ""13"": Disco de Flexão 90x25x20 cm. - (1 UN); ""14"": Donut Meia Lua Ø1,20m. - (1 UN); ""19"": Plataforma Primor 80x70x7 cm. - (1 UN); ""20"": Balanço Trapeze Swing. - (1 UN); ""21"": Mini Jump Ø96 cm. - (3 UN); ""22"": Escada Suspensa Emotion. - (1 UN); ""23"": Rampa Sensorial Skate MDF/Aço 1,60x0,60x0,70m. - (1 UN); ""24"": Skate Sensorial com Rodinhas 60x30 cm. - (1 UN); ""25"": Almofadão Sensorial 1,50x1,20m. - (5 UN); ""26"": Caminho Circular EVA 160x25 cm. - (1 UN); ""27"": Caminho Múltiplo 160x13x10 cm. - (1 UN); ""28"": Caminho Plano 160x25x10 cm. - (1 UN); ""29"": PEGASUS - (1 UN); ""30"": Asa Delta. - (1 UN); ""31"": Macacão Paraquedas P/M/G. - (3 UN); ""33"": Kit Play Joy. - (1 UN); ""34"": Calandra 80x80 cm. - (1 UN); ""35"": Plataforma Suspensa 100x60 cm. - (1 UN); ""36"": Duo Rolo com Suporte de Suspensão. - (1 UN); ""37"": Tapete Sensorial 200x95 cm. - (2 UN); ""38"": Cantinho Dinâmico 0,80x1,30m. - (1 UN); ""39"": Tatame 1x1m 40mm (cores variadas). - (54 UN); ""40"": Kit 5 Rolos + Suporte 50x210x53 cm. - (1 UN); ""41"": Centopeia em Bagum 400x50 cm. - (1 UN); ""42"": Túnel Caminho de Gato 1,59x0,78m. - (1 UN); ""43"": Helicóptero Bi Orbital 80 cm. - (1 UN); ""45"": Moranga. - (1 UN); ""44"": Plataforma Instável Quadrada 78x78x3 cm. - (1 UN); ""46"": Balanço Navy Boat. - (1 UN); ""47"": Triângulo Alpinista Pikler Grande. - (1 UN); ""48"": Kit 5 Tijolos 60x28x15 cm. - (1 UN); ""49"": Cintas 1,20m. - (25 UN); ""51"": Escorregador Sensorial Piscina MDF 1,60x0,50x1,13m. - (1 UN); ""53"": Conjunto Espumado 22 peças 4,10x2,40x1,20m. - (1 UN); ""59"": Coluna de Bolhas com Palco Meia Lua 2m x Ø20 cm. - (6 UN); ""54"": Escadinha com Rampa Piscina 0,90x0,40m. - (2 UN); ""56"": Espaldar 87x47x225 cm. - (1 UN); ""57"": Tábua Proprioceptiva Retangular. - (1 UN); ""60"": Tubão de Bolhas com Palco Estofado. - (1 UN); ""61"": Espelho Inquebrável 2x1m. - (4 UN); ""62"": Mesa Interativa. - (1 UN); ""63"": Puff em Corino 105x78x78 cm. - (5 UN); ""64"": Cortina 60 Fitas Fluorescente. - (1 UN); ""65"": Sputnik inflável com luz. - (1 UN); ""66"": Fibra Ótica com proteção silicone. - (3 UN); ""67"": Painel Sensorial de Parede 2x1m. - (3 UN); ""68"": Globo de Luz com Controle Remoto. - (1 UN); ""69"": Globo Espelhado com Canhão de Luz. - (1 UN); ""71"": Céu Estrelado. - (5 UN); ""72"": Caixa Tato Tateando Sabor. - (1 UN); ""73"": Caixa Tato Touch Box. - (1 UN); ""74"": Piso Interativo 150 atividades + computador/projetor. - (1 UN); ""75"": Magic Bubble. - (1 UN); ""76"": Globo de Plasma. - (1 UN); ""77"": Esteira Vibratória com aquecimento lombar. - (3 UN); ""78"": Amplificador de Arandelas Automatizado. - (1 UN); ""79"": Bequick com 6 discos sensoriais iluminados. - (1 UN); ""80"": Kit 5 Nuvens de Madeira + LED. - (1 UN); ""81"": Motrix pedagógico. - (1 UN); ""82"": Sistema de Automação Sala. - (1 UN); ""83"": AR CONDICIONADO 24 MIL BTUS INVERTER - (1 UN); ""84"": TABLADO MOBILIA - (1 UN)"
